@relation features_/home/shubham/PersonalityRecognizer/texts

@attribute filename string
@attribute AOA numeric
@attribute BROWN-FREQ numeric
@attribute CONC numeric
@attribute FAM numeric
@attribute IMAG numeric
@attribute K-F-FREQ numeric
@attribute K-F-NCATS numeric
@attribute K-F-NSAMP numeric
@attribute MEANC numeric
@attribute MEANP numeric
@attribute NLET numeric
@attribute NPHON numeric
@attribute NSYL numeric
@attribute T-L-FREQ numeric
@attribute WC numeric
@attribute WPS numeric
@attribute Qmarks numeric
@attribute Unique numeric
@attribute Dic numeric
@attribute Sixltr numeric
@attribute Abbreviations numeric
@attribute Emoticons numeric
@attribute Pronoun numeric
@attribute I numeric
@attribute We numeric
@attribute Self numeric
@attribute You numeric
@attribute Other numeric
@attribute Negate numeric
@attribute Assent numeric
@attribute Article numeric
@attribute Preps numeric
@attribute Number numeric
@attribute Affect numeric
@attribute Posemo numeric
@attribute Posfeel numeric
@attribute Optim numeric
@attribute Negemo numeric
@attribute Anx numeric
@attribute Anger numeric
@attribute Sad numeric
@attribute Cogmech numeric
@attribute Cause numeric
@attribute Insight numeric
@attribute Discrep numeric
@attribute Inhib numeric
@attribute Tentat numeric
@attribute Certain numeric
@attribute Senses numeric
@attribute See numeric
@attribute Hear numeric
@attribute Feel numeric
@attribute Social numeric
@attribute Comm numeric
@attribute Othref numeric
@attribute Humans numeric
@attribute Time numeric
@attribute Past numeric
@attribute Present numeric
@attribute Future numeric
@attribute Space numeric
@attribute Up numeric
@attribute Down numeric
@attribute Incl numeric
@attribute Excl numeric
@attribute Motion numeric
@attribute Achieve numeric
@attribute Relig numeric
@attribute Sexual numeric
@attribute Swear numeric
@attribute Nonfl numeric
@attribute Fillers numeric
@attribute Period numeric
@attribute Comma numeric
@attribute Colon numeric
@attribute SemiC numeric
@attribute QMark numeric
@attribute Exclam numeric
@attribute Dash numeric
@attribute Quote numeric
@attribute Apostro numeric
@attribute Parenth numeric
@attribute OtherP numeric
@attribute AllPct numeric
@attribute Extraversion numeric
@attribute 'Emotional stability' numeric
@attribute Agreeableness numeric
@attribute Conscientiousness numeric
@attribute 'Openness to experience' numeric

@data
/home/shubham/PersonalityRecognizer/texts/518.txt,0.449087,?,0.528728,0.002586,0.903658,?,?,?,1.370913,0.657681,0.971473,0.483043,0.7668,?,0.2433,-0.049783,0,-0.611515,0.437779,0.791118,0,0,-0.041732,0.485296,-0.562853,0.437755,-0.49295,-0.917481,-0.137324,0.499091,-0.635454,-0.146691,0.77681,0.275041,1.211543,1.051867,1.580642,-1.03808,-0.045029,-1.000159,-0.33011,0.239751,-0.280807,0.573828,-0.387399,0.100549,0.211797,-0.432848,-0.470247,0.326682,-1.519041,0.930773,-1.904348,-1.578214,-1.143231,-1.067032,1.244911,0.05999,0.143002,2.322355,-0.015585,1.312454,-0.501183,-0.216037,-0.027073,-0.575359,3.876215,-0.490399,0.763688,-0.564505,0.998832,-0.08688,-0.9259,0,0,0,0,0,0,0,0,0,-0.193295,-0.946378,4.94507,3.894283,4.65556,4.893034,4.2671
/home/shubham/PersonalityRecognizer/texts/1449.txt,-0.786124,?,-0.300657,1.547255,-0.62646,?,?,?,0.271499,-0.295431,-0.815568,-0.908296,-0.719129,?,-0.152965,0.154,0,-0.762432,1.028578,-0.008619,0,0,0.569065,0.976646,0.20516,1.003162,-0.49295,-0.599571,-0.547951,0.04078,-0.635454,-0.218165,-0.394409,-1.164783,-0.360776,-0.593395,-0.852728,-1.24654,-0.860188,-1.000159,-0.649045,0.963715,-0.847548,0.242487,1.756181,-1.007225,-0.577078,0.72886,-0.317482,1.301642,-0.957234,-0.739926,-0.545663,-0.633043,-0.623006,-0.353286,1.178674,0.383076,1.55556,2.109024,-0.91155,-0.321712,-0.501183,-0.094763,-0.447941,2.807936,1.480884,-0.490399,-0.757481,-0.564505,4.184273,-0.08688,-1.572007,0,0,0,0,0,0,0,0,0,-0.193295,-1.587518,4.796426,3.894283,4.65556,4.893034,4.253278
/home/shubham/PersonalityRecognizer/texts/2075.txt,-0.24714,?,0.482341,-0.001751,0.285971,?,?,?,0.590688,0.103553,0.47206,0.450338,0.957724,?,0.137158,-0.201873,0,0.293997,-0.817501,0.372193,0,0,-0.032161,0.308872,-0.562853,0.259925,-0.49295,-0.350082,0.923286,-0.02799,-0.635454,0.112291,-0.14275,0.6435,-0.596702,-0.282385,-0.527331,1.583438,0.41069,0.388487,0.89052,-0.932058,-0.847548,0.252767,-0.896618,-0.431531,-0.520572,0.50981,-1.528419,-1.436544,-0.01499,-1.073392,-0.056396,0.466147,-0.446867,0.206846,-0.471756,0.341101,-0.388755,-0.154155,-0.210777,-0.393951,2.312257,-0.187049,-0.553028,-0.525809,-0.452111,1.837586,0.033048,0.625679,-0.278349,-0.08688,0.516938,0,0,0,0,0,0,0,0,0,-0.193295,0.485364,4.678106,4.213128,4.534645,4.385882,4.857327
/home/shubham/PersonalityRecognizer/texts/492.txt,1.124005,?,0.763583,-2.073555,0.831758,?,?,?,-0.243069,-1.139741,0.394534,1.065674,1.167179,?,-1.164858,-0.151602,0,1.366845,-1.218293,0.082548,0,0,-0.781234,-0.398203,-0.562853,-0.452781,-0.49295,-0.917481,-1.120516,-0.598275,-0.635454,0.490301,-1.137683,-2.228205,-1.679975,-0.989699,-1.267364,-1.345785,-0.860188,-1.000159,-0.326234,-1.89783,-0.847548,-0.96037,-1.840674,1.21957,0.420416,-1.306699,0.011799,-0.255093,0.420193,0.077659,1.269991,0.983062,-1.143231,0.164814,1.023574,0.858568,-1.06971,0.452857,-0.263362,-0.993008,-0.501183,-0.2123,-0.300881,1.539271,-1.424327,-0.490399,0.77141,-0.564505,-0.278349,-0.08688,-0.278556,0,0,0,0,0,0,0,0,0,-0.193295,-0.304012,4.94507,3.584963,4.932468,4.893034,4.583562
/home/shubham/PersonalityRecognizer/texts/1870.txt,1.381399,?,-0.225383,0.089644,-0.963399,?,?,?,-0.232886,-1.932555,0.008685,0.071349,1.574067,?,0.087625,-0.172276,0,0.268201,-0.143006,1.213781,0,0,0.826457,1.318271,-0.562853,1.277363,-0.49295,-0.628471,0.441025,-0.598275,0.398978,-0.528711,-0.124128,-0.552665,-0.560084,0.451406,-0.890422,-0.160353,0.866031,-0.717232,0.119093,0.147965,0.952688,0.15347,0.082778,0.752181,-0.07738,0.543809,-0.350612,-1.125386,-1.008307,1.351816,-1.096127,-1.151734,-0.906765,-0.418172,-0.432141,0.798473,-1.205309,-0.141992,-1.263322,-0.382739,-0.501183,-0.172725,0.055128,-0.05713,-0.764052,-0.490399,-0.757481,-0.564505,-0.278349,-0.08688,0.014913,0,0,0,0,0,0,0,0,0,-0.193295,-0.0128,4.370836,4.213128,4.170735,4.869749,4.583562
/home/shubham/PersonalityRecognizer/texts/2260.txt,1.508918,?,-0.554488,-0.369095,-0.72698,?,?,?,-1.36326,-0.297202,1.159571,1.564496,1.374166,?,0.5405,-0.191709,0,1.268478,-1.791537,0.96475,0,0,-0.986035,-1.299814,0.033321,-1.307122,1.092576,1.056759,-0.231602,-0.598275,1.13111,0.699898,0.304743,-1.648011,-0.982222,-0.682066,0.020091,-1.268032,-0.491692,-1.000159,-0.748546,-0.38012,1.714432,-0.088379,-0.362514,-1.007225,-0.884541,0.668444,-0.94816,-1.170852,-0.428775,-0.037972,-0.261274,-0.179721,1.077819,-0.235958,0.119219,1.11334,-1.0097,-0.238731,0.737093,0.049187,0.722471,1.044762,-1.171803,0.44183,0.830859,-0.490399,-0.757481,-0.564505,-0.278349,-0.08688,0.300152,0,0,0,0,0,0,0,0,0,-0.193295,0.270246,4.710589,3.584963,4.284788,4.893034,4.973424
/home/shubham/PersonalityRecognizer/texts/337.txt,0.792936,?,0.198926,-2.421231,0.04328,?,?,?,-0.827223,-0.927099,0.848384,1.104359,1.480532,?,0.073472,-0.246162,0,0.000873,-0.994076,1.325,0,0,-0.568246,-0.885081,-0.562853,-0.943536,0.440465,1.407027,-1.120516,-0.598275,5.604506,0.58992,0.560658,-0.653877,0.375461,-0.989699,1.764384,-1.30883,-0.860188,0.137634,-1.093756,-0.870751,-0.847548,-0.727924,-1.647295,3.709748,-0.485959,-0.37647,-0.005954,1.69176,-0.235341,-1.073392,-0.200354,-0.31402,0.996403,0.56384,0.089523,-0.4399,-1.105039,-0.138432,0.371878,0.847643,0.93957,-0.168534,-0.531944,0.175715,0.89906,1.893909,-0.757481,-0.158179,-0.278349,-0.08688,1.551245,0,0,0,0,0,0,0,0,0,-0.193295,1.511718,4.710589,3.584963,4.65338,4.79252,4.973424
/home/shubham/PersonalityRecognizer/texts/556.txt,1.164646,?,-0.422944,1.938056,-0.659586,?,?,?,0.745314,-0.734581,-1.626637,-1.776677,-0.655113,?,-0.223727,-0.196774,0,-0.559946,2.344357,-0.096951,0,0,2.423924,2.52872,-0.562853,2.497452,-0.49295,-0.589937,-0.530601,0.718565,0.536902,1.06838,-0.754785,1.518525,1.269462,0.235241,0.014239,0.82709,2.074385,-0.358857,0.280806,0.044706,-0.167459,-0.519102,0.993212,-0.34256,-0.535436,0.266233,-0.251222,-0.378608,-0.940209,1.331606,-1.161658,-0.363324,-0.875236,-0.699344,1.292826,-0.489257,0.635271,-0.804055,0.035527,1.773547,-0.501183,0.373008,-0.418348,-0.071936,0.820608,0.047154,-0.30113,-0.564505,-0.278349,-0.08688,0.429867,0,0,0,0,0,0,0,0,0,-0.193295,0.398963,5.131689,4.213128,4.65556,4.893034,4.307728
/home/shubham/PersonalityRecognizer/texts/1452.txt,0.739212,?,0.674357,0.013764,-0.033833,?,?,?,-0.02792,0.535968,-0.487232,-0.312416,-0.613637,?,-0.683678,-0.097221,0,0.020942,0.566576,-0.712962,0,0,0.983714,0.829587,1.407896,0.964781,-0.49295,-0.509596,-0.385905,1.041563,-0.635454,-0.568052,0.292768,0.913453,1.341587,1.044163,-0.203392,-0.112533,2.185123,-0.600858,-1.093756,-0.988668,-0.847548,-0.484204,-0.48337,-0.179529,0.105686,-0.000869,-0.867563,-0.558258,-0.077422,-0.645548,0.221426,0.861179,-0.142044,-1.067032,0.275747,-0.43596,-0.028248,1.064713,-1.04072,-0.131722,-0.501183,-0.952344,-1.424485,-0.580108,0.439393,-0.490399,-0.189195,-0.564505,-0.278349,-0.08688,-0.642116,0,0,0,0,0,0,0,0,0,-0.193295,-0.664777,4.94507,4.213128,4.932468,4.893034,4.681388
/home/shubham/PersonalityRecognizer/texts/2462.txt,-1.599309,?,-0.722218,1.450813,-1.153051,?,?,?,-1.611764,0.191801,-1.090736,-0.921989,0.289138,?,-1.136553,-0.246217,0,1.254995,0.276442,-0.783788,0,0,-0.033957,0.022463,-0.562853,-0.028765,-0.49295,-0.917481,1.785038,0.482713,-0.635454,0.45678,-0.509044,-2.250023,-1.412081,-0.989699,-0.565989,-1.664443,-0.860188,-1.000159,-0.341508,0.760844,0.269016,0.115826,-0.051194,1.175255,0.760629,-0.445891,-0.654714,-0.278605,-1.04388,0.618824,-1.361187,-0.616011,-0.70324,-1.067032,0.951695,1.576567,0.374901,0.427844,0.712953,1.278044,-0.501183,1.948925,-0.323241,1.058886,-1.424327,-0.490399,-0.757481,-0.564505,2.237889,-0.08688,1.552927,0,0,0,0,0,0,0,0,0,-0.193295,1.513388,4.370836,3.584963,4.65556,4.893034,4.253278
/home/shubham/PersonalityRecognizer/texts/832.txt,-1.122617,?,0.266803,-0.14032,0.466385,?,?,?,-0.228084,-0.194083,0.426566,0.816236,0.946543,?,-0.60584,-0.25959,0,1.064495,-0.052558,0.103128,0,0,-0.517348,-0.520049,0.383249,-0.489188,-0.49295,-0.134223,0.995485,1.763448,-0.635454,0.008153,-0.67987,0.275041,-0.267898,-0.989699,-0.75658,0.705448,0.309388,0.916776,0.001909,-1.926952,-0.847548,-1.966593,-1.058749,0.58219,-0.822702,-0.052913,0.18955,1.093302,-0.480919,-0.251809,-0.277696,-0.368435,-0.181946,-0.627405,0.849085,0.068519,-0.542563,-0.804055,0.395534,-0.166049,-0.501183,0.104096,0.179501,0.272799,-0.082246,-0.490399,-0.757481,1.078467,1.554129,-0.08688,2.014511,0,0,0,0,0,0,0,0,0,-0.193295,1.971423,4.710589,4.05202,4.492554,4.819516,4.973424
/home/shubham/PersonalityRecognizer/texts/1323.txt,0.526751,?,-0.202427,-0.731471,-0.353105,?,?,?,-0.376109,-0.610212,1.496578,1.826948,2.366734,?,1.913277,-0.128414,0,-0.517474,-0.372161,1.672032,0,0,-0.185697,-0.337201,0.26349,-0.315821,0.60588,0.62177,-0.19644,-0.25448,0.282768,0.118493,-0.937752,-0.112253,-0.375719,-0.563296,0.517146,0.26931,1.438251,0.004412,-0.615269,0.994627,1.638221,0.704192,0.094343,-0.660169,-0.103076,1.157229,1.122936,-0.884141,1.201103,1.617552,2.377869,1.786422,1.09571,0.852855,-0.78696,0.187866,-0.818461,-0.804055,0.117048,-0.270727,-0.501183,-0.260309,-1.074248,-0.5196,-1.033595,-0.490399,-0.280912,-0.564505,-0.278349,-0.08688,-0.397309,0,0,0,0,0,0,0,0,0,-0.193295,-0.421852,4.646799,4.028882,4.534645,4.684707,5.006913
/home/shubham/PersonalityRecognizer/texts/2122.txt,-0.168726,?,0.439799,-0.253958,0.373063,?,?,?,0.014668,1.365792,0.633491,0.515247,-0.658827,?,0.115929,-0.238227,0,-0.286136,-0.028327,-0.442951,0,0,-1.097339,-1.105171,-0.562853,-1.165379,-0.49295,0.798227,-0.605511,1.126158,-0.123711,-0.096811,-0.46913,-0.581997,-0.581174,-0.989699,-0.148504,-0.17951,-0.006212,-0.160359,-1.093756,1.540056,1.527367,0.567155,0.443043,-0.426962,1.756829,-0.391236,-0.373399,-0.820814,-0.003053,0.426323,0.54476,0.483927,0.26055,1.500944,-0.454958,-0.668602,0.28951,0.50606,-0.733589,0.214615,-0.501183,-0.56666,0.039471,-0.515427,-0.117751,0.917478,-0.757481,-0.564505,17.115646,-0.08688,1.263099,0,0,0,0,0,0,0,0,0,-0.193295,1.225788,4.710589,4.338859,4.534645,4.332998,4.973424
/home/shubham/PersonalityRecognizer/texts/653.txt,-0.665209,?,0.793853,0.344989,0.670221,?,?,?,1.322934,0.634524,-0.290563,-1.075332,0.268692,?,-0.457241,-0.207958,0,0.290952,-0.498487,0.279806,0,0,0.59494,0.823875,0.316353,0.85933,0.676176,-0.553543,-0.465055,-0.598275,-0.635454,-0.356185,-1.137683,-0.56122,-1.20173,-0.082336,-0.792696,0.516228,1.313569,0.068677,-0.584659,0.044706,1.419416,0.620534,-0.629612,-1.007225,1.194999,-0.141564,-0.000907,-1.044716,0.410399,0.453591,0.323721,0.577236,-0.249916,0.158593,-0.352281,-0.855421,-0.933837,-0.804055,-0.782267,-0.224521,1.303397,-0.461473,-0.306555,-1.274556,-1.008599,-0.490399,-0.250424,1.471231,-0.278349,-0.08688,0.627583,0,0,0,0,0,0,0,0,0,-0.193295,0.595159,5.015542,4.213128,4.534645,4.385882,4.583562
/home/shubham/PersonalityRecognizer/texts/940.txt,-1.603095,?,-1.041812,0.182231,-0.722685,?,?,?,-0.509817,0.289315,-0.08693,1.087033,0.19418,?,-1.653114,-0.166708,0,2.028403,-1.155469,1.257858,0,0,-0.65489,-0.332521,1.477181,-0.200255,-0.49295,-0.917481,-1.120516,-0.598275,2.387027,2.694584,-0.150523,-0.962307,-0.761308,-0.989699,-0.165987,-0.528072,0.400761,-0.173481,0.087508,-1.95756,-0.847548,-1.935181,-1.278665,0.706363,-1.342891,0.045039,-2.020048,-0.527381,-1.519041,-1.073392,-1.414056,-1.774164,-0.452308,-1.067032,1.117634,0.525869,-2.96012,1.130412,0.567412,2.573254,-0.501183,0.186631,-0.559836,2.708686,3.398777,-0.490399,-0.757481,-0.564505,-0.278349,-0.08688,0.000894,0,0,0,0,0,0,0,0,0,-0.193295,-0.026711,4.370836,3.584963,4.65338,4.893034,4.583562
